bbox_name_(auto),created_date_(auto),parent_folders_(auto),volunteer_name_(auto),location,diver,year,month,day,rough_time_of_day,video_comments,bbox_comments,tagged,same_as_other_box,laser,phase,xmin,ymin,xmax,ymax,score,obj_id
012619_Afternoon_Brice_blacklasers_303slate_2_-_00_03_35_250_-_861_ID44_box883.jpg,2019-01-26T14:09:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Lasers_--_012619_Afternoon_Brice_blacklasers_303slate_(VIDEO)_finished,Claire Kosinski,,,,,,,,,,,yes,,627,450,1187,694,0.9999979734,44
012619_Afternoon_Brice_blacklasers_303slate_2_-_00_03_52_250_-_929_ID52_box954.jpg,2019-01-26T14:09:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Lasers_--_012619_Afternoon_Brice_blacklasers_303slate_(VIDEO)_finished,Claire Kosinski,,,,,,,,,,,yes,,534,399,951,700,0.8241814971,52
012619_Afternoon_Brice_blacklasers_303slate_2_-_00_05_43_250_-_1373_ID70_box1410.jpg,2019-01-26T14:09:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Lasers_--_012619_Afternoon_Brice_blacklasers_303slate_(VIDEO)_finished,Claire Kosinski,,,,,,,,,,,yes,,523,352,1469,707,0.9999824762,70
012619_Afternoon_Brice_blacklasers_303slate_2_-_00_05_58_250_-_1433_ID73_box1485.jpg,2019-01-26T14:09:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Lasers_--_012619_Afternoon_Brice_blacklasers_303slate_(VIDEO)_finished,Claire Kosinski,,,,,,,,,,,no,,978,767,1402,942,0.9967880249,73
012619_Afternoon_Brice_blacklasers_303slate_2_-_00_06_02_00_-_1448_ID74_box1505.jpg,2019-01-26T14:09:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Lasers_--_012619_Afternoon_Brice_blacklasers_303slate_(VIDEO)_finished,Claire Kosinski,,,,,,,,,,,yes,,691,425,1151,554,0.5947613716,74
012619_Afternoon_Brice_blacklasers_303slate_2_-_00_06_10_250_-_1481_ID78_box1538.jpg,2019-01-26T14:09:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Lasers_--_012619_Afternoon_Brice_blacklasers_303slate_(VIDEO)_finished,Claire Kosinski,,,,,,,,,,012619_Afternoon_Brice_blacklasers_303slate_2_-_00_06_02_00_-_1448_ID74_box1505.jpg,yes,,733,374,1234,575,0.2309337258,78
012619_Afternoon_Brice_blacklasers_303slate_2_-_00_06_46_250_-_1625_ID88_box1683.jpg,2019-01-26T14:09:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Lasers_--_012619_Afternoon_Brice_blacklasers_303slate_(VIDEO)_finished,Claire Kosinski,,,,,,,,,,,yes,,673,332,1163,551,0.9999836683,88
022319_Afternoon_Anna_H2_6_-_00_00_31_250_-_125_ID0_box124.jpg,2018-01-04T02:15:13.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,1155,862,1765,2017,0.6144192219,0
012519_Afternoon_Brice_Black_7_-_00_00_03_250_-_13_ID0_box12.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,012519_Afternoon_Brice_Black_7_-_00_00_17_750_-_71_ID0_box70.jpg,,,264,352,975,761,0.9999998808,0
012519_Afternoon_Brice_Black_7_-_00_00_17_750_-_71_ID0_box70.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,012519_Afternoon_Brice_Black_7_-_00_00_03_250_-_13_ID0_box12.jpg,,,561,326,1125,540,0.9999988079,0
012519_Afternoon_Brice_Black_7_-_00_00_21_250_-_85_ID1_box84.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,193,538,1203,834,0.9999998808,1
012519_Afternoon_Brice_Black_7_-_00_00_31_750_-_127_ID3_box127.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,526,387,1273,688,0.9999978542,3
012519_Afternoon_Brice_Black_7_-_00_00_35_250_-_141_ID4_box144.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,Taking on spawning coloration. dorsal rear left view. Swoosh visible,,,,"barred dorsal, white ventral.",615,172,1321,981,0.999809444,4
012519_Afternoon_Brice_Black_7_-_00_00_49_750_-_199_ID7_box203.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,012519_Afternoon_Brice_Black_7_-_00_00_31_750_-_127_ID3_box127.jpg,,,275,711,619,1006,0.9999672174,7
012519_Afternoon_Brice_Black_7_-_00_00_51_00_-_204_ID8_box208.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,832,586,1477,859,0.9999992847,8
012519_Afternoon_Brice_Black_7_-_00_01_03_500_-_254_ID9_box258.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,398,532,1294,906,1,9
012519_Afternoon_Brice_Black_7_-_00_01_16_750_-_307_ID10_box311.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,435,453,1220,1080,0.9999990463,10
022019_Evening_Sophie_H2_4_-_00_00_06_250_-_25_ID0_box24.jpg,2018-01-01T06:05:19.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022019_Evening_(VIDEO),Kyle Mooers,,,,,,,,,,,,,1267,10,1851,397,0.9993299246,0
022019_Evening_Sophie_H2_4_-_00_00_47_750_-_191_ID2_box190.jpg,2018-01-01T06:05:19.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022019_Evening_(VIDEO),Kyle Mooers,,,,,,,,swoosh partially obscured by coral,,,,,655,49,1890,681,0.9999444485,2
022019_Evening_Sophie_H2_4_-_00_01_07_500_-_270_ID3_box269.jpg,2018-01-01T06:05:19.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022019_Evening_(VIDEO),Kyle Mooers,,,,,,,,,,022019_Evening_Sophie_H2_4_-_00_01_15_750_-_303_ID5_box302.jpg,,,1006,9,1976,591,0.9999991655,3
022019_Evening_Sophie_H2_4_-_00_01_15_750_-_303_ID5_box302.jpg,2018-01-01T06:05:19.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022019_Evening_(VIDEO),Kyle Mooers,,,,,,,,,,022019_Evening_Sophie_H2_4_-_00_01_07_500_-_270_ID3_box269.jpg,,,723,22,1912,588,0.9999890327,5
022019_Evening_Sophie_H2_4_-_00_01_37_00_-_388_ID7_box387.jpg,2018-01-01T06:05:19.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022019_Evening_(VIDEO),Kyle Mooers,,,,,,,,,,022019_Evening_Sophie_H2_4_-_00_01_48_500_-_434_ID11_box434.jpg,,,963,0,1597,767,0.2758315802,7
022019_Evening_Sophie_H2_4_-_00_01_48_500_-_434_ID11_box434.jpg,2018-01-01T06:05:19.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022019_Evening_(VIDEO),Kyle Mooers,,,,,,,,"fish mostly out of frame, swoosh partially visible",,022019_Evening_Sophie_H2_4_-_00_01_37_00_-_388_ID7_box387.jpg,,,835,0,2681,560,0.999232173,11
022019_Evening_Hal_H1_6_-_00_00_04_500_-_18_ID0_box17.jpg,2018-01-01T05:59:25.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022019_Evening_(VIDEO),Kyle Mooers,,,,,,,,,,,,,1304,1243,1696,1444,0.1255612671,0
022319_Afternoon_BriceJR_H1_3_-_00_00_14_500_-_58_ID3_box57.jpg,2018-01-04T02:11:18.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,1416,1463,1835,1640,0.9272308946,3
022319_Afternoon_BriceJR_H1_3_-_00_02_12_250_-_529_ID25_box531.jpg,2018-01-04T02:11:18.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,whitebelly phase,,,,,536,990,1721,1990,0.9997184873,25
022319_Afternoon_BriceJR_H1_3_-_00_02_18_750_-_555_ID26_box557.jpg,2018-01-04T02:11:18.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,bicolor phase,,,,,76,547,893,1141,0.1690443605,26
022319_Afternoon_BriceJR_H1_3_-_00_02_19_00_-_556_ID27_box558.jpg,2018-01-04T02:11:18.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,bicolor phase,,,,,911,581,1935,1025,0.5254489183,27
022319_Afternoon_BriceJR_H1_3_-_00_03_29_750_-_839_ID81_box857.jpg,2018-01-04T02:11:18.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,whitebelly phase,,,,,950,521,1821,1027,0.07428548485,81
022319_Afternoon_Anna_H2_7_-_00_01_36_250_-_385_ID2_box384.jpg,2018-01-04T02:16:53.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,269,542,633,1445,0.05431463197,2
022319_Afternoon_Simon_N1_4_-_00_00_52_750_-_211_ID4_box210.jpg,2019-02-23T19:21:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,"bicolor phase, distant",,,,,1685,1162,1915,1239,0.08072645962,4
022319_Afternoon_Simon_N1_4_-_00_01_52_250_-_449_ID11_box449.jpg,2019-02-23T19:21:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,whitebelly phase,,,,,1130,1189,1623,1587,0.4889315963,11
022319_Afternoon_Simon_N1_4_-_00_02_03_750_-_495_ID14_box497.jpg,2019-02-23T19:21:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,998,1070,2446,1724,0.9999998808,14
022319_Afternoon_Simon_N1_4_-_00_02_06_500_-_506_ID18_box510.jpg,2019-02-23T19:21:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,bicolor phase,,,,,1463,525,1801,829,0.05766469985,18
022319_Afternoon_Simon_N1_4_-_00_02_07_750_-_511_ID19_box515.jpg,2019-02-23T19:21:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,whitebelly phase,,,,,1061,1281,1659,1627,0.773430109,19
022319_Afternoon_Simon_N1_4_-_00_03_04_250_-_737_ID29_box742.jpg,2019-02-23T19:21:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,022319_Afternoon_Simon_N1_4_-_00_03_08_500_-_754_ID29_box759.jpg,,,127,1485,680,2001,0.999591887,29
022319_Afternoon_Simon_N1_4_-_00_03_08_500_-_754_ID29_box759.jpg,2019-02-23T19:21:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,022319_Afternoon_Simon_N1_4_-_00_03_04_250_-_737_ID29_box742.jpg,,,1118,1022,1994,1352,0.9999933243,29
022319_Afternoon_Simon_N1_4_-_00_03_11_750_-_767_ID31_box772.jpg,2019-02-23T19:21:52.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,28,1521,736,2028,0.981816411,31
022319_Afternoon_BriceJR_H1_2_-_00_06_10_250_-_1481_ID46_box1492.jpg,2018-01-04T02:02:26.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,63,1477,1422,2017,0.9995245934,46
022319_Afternoon_BriceJR_H1_2_-_00_06_12_00_-_1488_ID47_box1502.jpg,2018-01-04T02:02:26.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,1292,1229,1975,1948,0.9999655485,47
022319_Afternoon_BriceJR_H1_2_-_00_06_26_250_-_1545_ID60_box1561.jpg,2018-01-04T02:02:26.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022319_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,1432,110,1735,368,0.850173533,60
022019_Morning_Sophie_N1_4_-_00_00_06_750_-_27_ID0_box26.jpg,2019-02-20T14:47:07.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022019_Morning_(VIDEO),Kyle Mooers,,,,,,,,,,,,,489,1111,743,1497,0.08312539756,0
022019_Morning_Sophie_N1_4_-_00_00_41_500_-_166_ID1_box165.jpg,2019-02-20T14:47:07.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022019_Morning_(VIDEO),Kyle Mooers,,,,,,,,,,022019_Morning_Sophie_N1_4_-_00_01_06_750_-_267_ID3_box266.jpg,,,394,924,842,1324,0.3680545986,1
022019_Morning_Sophie_N1_4_-_00_01_06_750_-_267_ID3_box266.jpg,2019-02-20T14:47:07.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Fish Faces_--_022019_Morning_(VIDEO),Kyle Mooers,,,,,,,,,,022019_Morning_Sophie_N1_4_-_00_00_41_500_-_166_ID1_box165.jpg,,,183,1640,473,2224,0.05858291313,3
022019_Afternoon_Tom_clearlasers30.5cmslate_N3_1_-_00_02_57_00_-_708_ID8_box707.jpg,2019-02-20T14:37:06.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Lasers_--_022019_Afternoon_30_(VIDEO),Stefanie Lerner,,,,,,,,lasers,,,,,906,858,1434,1118,0.8589748144,8
022019_Afternoon_Tom_clearlasers30.5cmslate_N3_1_-_00_05_35_250_-_1341_ID32_box1343.jpg,2019-02-20T14:37:06.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Lasers_--_022019_Afternoon_30_(VIDEO),Stefanie Lerner,,,,,,,,lasers,,,,,974,880,1693,1147,0.1017230153,32
022019_Afternoon_Tom_clearlasers30.5cmslate_N3_1_-_00_08_11_750_-_1967_ID51_box1970.jpg,2019-02-20T14:37:06.000000Z,Grouper Moon_--_Video and Photos_--_2019_--_February_--_Lasers_--_022019_Afternoon_30_(VIDEO),Stefanie Lerner,,,,,,,,lasers,,,,,949,898,1565,1179,0.9992002845,51
012519_Afternoon_Brice_Black_5_-_00_00_16_250_-_65_ID2_box67.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,Right side,,012519_Afternoon_Brice_Black_5_-_00_00_08_250_-_33_ID0_box34.jpg,,,382,337,1520,980,0.9999923706,2
012519_Afternoon_Brice_Black_5_-_00_00_08_250_-_33_ID0_box34.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,Left side,,012519_Afternoon_Brice_Black_5_-_00_00_16_250_-_65_ID2_box67.jpg,,,240,254,998,682,0.9999998808,0
012519_Afternoon_Brice_Black_5_-_00_00_01_00_-_4_ID1_box4.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,Viewed from rear left side. Swoosh visible,,,,,470,124,842,463,0.9987182617,1
012519_Afternoon_Brice_Black_3_-_00_00_00_500_-_2_ID0_box1.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,very brief,,,,,995,577,1324,786,0.9997249246,0
012519_Afternoon_Brice_Black_3_-_00_00_04_00_-_16_ID1_box15.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,blurry image with smalelr fish obstructing front end of grouper's face,,,,,650,621,1304,1007,0.9876772761,1
012519_Afternoon_Brice_Black_3_-_00_00_04_250_-_17_ID2_box17.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,clearer than bbox 16,,,,,1211,252,1726,461,0.9910649061,2
012519_Afternoon_Brice_Black_3_-_00_00_05_750_-_23_ID3_box24.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,"similar to previous boxes for this fish, but offers a fuller view oft the right side",,,,,964,41,1508,242,0.7825980186,3
012519_Afternoon_Brice_Black_3_-_00_00_16_250_-_65_ID5_box66.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,509,304,1067,531,0.9996001124,5
012519_Afternoon_Brice_Black_3_-_00_00_18_250_-_73_ID6_box75.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,"only view of fish id 6, tail pointed away from camera",,,,,813,295,1189,522,0.764074266,6
012519_Afternoon_Brice_Black_3_-_00_00_19_750_-_79_ID5_box81.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,"fish marked as id 5, even though id 5 is separate fish with bbox 75",,,,,301,475,627,763,0.9998291731,5
012519_Afternoon_Brice_Black_3_-_00_00_30_00_-_120_ID11_box132.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,467,311,1253,698,0.9999998808,11
012519_Afternoon_Brice_Black_3_-_00_00_25_750_-_103_ID9_box113.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,back end of fish partially obstructed by coral,,,,,1098,175,1491,393,0.9746285081,9
012519_Afternoon_Brice_Black_3_-_00_00_25_750_-_103_ID10_box112.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,front end of fish blurred,,,,,1290,385,1630,589,0.9991077781,10
012519_Afternoon_Brice_Black_3_-_00_00_40_750_-_163_ID14_box175.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,"caudal fin pointed away from camera, slight obstruction from coral/sponge",,,,,778,568,1368,846,0.999999404,14
012519_Afternoon_Brice_Black_3_-_00_00_45_750_-_183_ID15_box195.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,viewed from opposite side as previous,,012519_Afternoon_Brice_Black_3_-_00_00_30_00_-_120_ID11_box132.jpg,,,69,319,1167,890,0.9999998808,15
012519_Afternoon_Brice_Black_3_-_00_00_49_250_-_197_ID16_box209.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,1397,0,1920,443,0.9747410417,16
012519_Afternoon_Brice_Black_3_-_00_00_52_250_-_209_ID16_box221.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,590,363,1430,690,1,16
012519_Afternoon_Brice_Black_3_-_00_00_55_250_-_221_ID17_box239.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,538,15,1370,725,0.9999966621,17
012519_Afternoon_Brice_Black_3_-_00_00_56_750_-_227_ID18_box248.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,531,63,1260,378,0.9999995232,18
012519_Afternoon_Brice_Black_3_-_00_00_59_500_-_238_ID18_box271.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,"view partially obstructed by corals, nike swoosh still visible",,,,,20,166,558,463,0.9991559982,18
012519_Afternoon_Brice_Black_3_-_00_01_02_00_-_248_ID20_box281.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,692,125,1158,380,0.9992560744,20
012519_Afternoon_Brice_Black_3_-_00_01_03_750_-_255_ID22_box290.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,,,,,,86,292,905,688,1,22
012519_Afternoon_Brice_Black_3_-_00_01_12_00_-_288_ID28_box331.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,"viewed from rear, right and dorsal angle, top region of swoosh visible",,,,,3,219,313,729,0.9875885844,28
012519_Afternoon_Brice_Black_3_-_00_01_17_250_-_309_ID29_box352.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,better view from front left side as previous,,012519_Afternoon_Brice_Black_3_-_00_01_12_00_-_288_ID28_box331.jpg,,,428,360,1008,757,0.9999998808,29
012519_Afternoon_Brice_Black_3_-_00_01_18_250_-_313_ID30_box360.jpg,,Grouper Moon_--_Video and Photos_--_2019_--_January_--_Fish faces_--_012519_Afternoon_(VIDEO),Kyle Mooers,,,,,,,,viewed from left this time,,012519_Afternoon_Brice_Black_3_-_00_01_04_250_-_257_ID23_box294.jpg,,,872,142,1737,511,1,30
